ozma_of_oz_01_f000023|And the clouds were so thick in the sky that the sunlight couldn't get through them; so that the day grew dark as night, which added to the terrors of the storm.|And the clouds were so thick in the sky that the sunlight couldn't get through them; so that the day grew dark as night, which added to the terrors of the storm.
ozma_of_oz_01_f000024|The Captain of the ship was not afraid, because he had seen storms before, and had sailed his ship through them in safety; but he knew that his passengers would be in danger if they tried to stay on deck,|The Captain of the ship was not afraid, because he had seen storms before, and had sailed his ship through them in safety; but he knew that his passengers would be in danger if they tried to stay on deck,
ozma_of_oz_01_f000025|so he put them all into the cabin and told them to stay there until after the storm was over, and to keep brave hearts and not be scared, and all would be well with them.|so he put them all into the cabin and told them to stay there until after the storm was over, and to keep brave hearts and not be scared, and all would be well with them.
ozma_of_oz_01_f000026|Now, among these passengers was a little Kansas girl named Dorothy Gale, who was going with her Uncle Henry to Australia, to visit some relatives they had never before seen.|Now, among these passengers was a little Kansas girl named Dorothy Gale, who was going with her Uncle Henry to Australia, to visit some relatives they had never before seen.
ozma_of_oz_01_f000027|Uncle Henry, you must know, was not very well, because he had been working so hard on his Kansas farm that his health had given way and left him weak and nervous.|Uncle Henry, you must know, was not very well, because he had been working so hard on his Kansas farm that his health had given way and left him weak and nervous.
ozma_of_oz_01_f000028|So he left Aunt Em at home to watch after the hired men and to take care of the farm, while he traveled far away to Australia to visit his cousins and have a good rest.|So he left Aunt Em at home to watch after the hired men and to take care of the farm, while he traveled far away to Australia to visit his cousins and have a good rest.
ozma_of_oz_01_f000029|Dorothy was eager to go with him on this journey, and Uncle Henry thought she would be good company and help cheer him up; so he decided to take her along.|Dorothy was eager to go with him on this journey, and Uncle Henry thought she would be good company and help cheer him up; so he decided to take her along.
ozma_of_oz_01_f000030|The little girl was quite an experienced traveller, for she had once been carried by a cyclone as far away from home as the marvelous Land of Oz,|The little girl was quite an experienced traveller, for she had once been carried by a cyclone as far away from home as the marvelous Land of Oz,
ozma_of_oz_01_f000031|and she had met with a good many adventures in that strange country before she managed to get back to Kansas again.|and she had met with a good many adventures in that strange country before she managed to get back to Kansas again.
ozma_of_oz_01_f000032|So she wasn't easily frightened, whatever happened, and when the wind began to howl and whistle, and the waves began to tumble and toss, our little girl didn't mind the uproar the least bit.|So she wasn't easily frightened, whatever happened, and when the wind began to howl and whistle, and the waves began to tumble and toss, our little girl didn't mind the uproar the least bit.
ozma_of_oz_01_f000033|Of course we'll have to stay in the cabin, she said to Uncle Henry and the other passengers, and keep as quiet as possible until the storm is over.|Of course we'll have to stay in the cabin, she said to Uncle Henry and the other passengers, and keep as quiet as possible until the storm is over.
ozma_of_oz_01_f000034|For the Captain says if we go on deck we may be blown overboard.|For the Captain says if we go on deck we may be blown overboard.
ozma_of_oz_01_f000035|No one wanted to risk such an accident as that, you may be sure; so all the passengers stayed huddled up in the dark cabin,|No one wanted to risk such an accident as that, you may be sure; so all the passengers stayed huddled up in the dark cabin,
ozma_of_oz_01_f000036|listening to the shrieking of the storm and the creaking of the masts and rigging and trying to keep from bumping into one another when the ship tipped sidewise.|listening to the shrieking of the storm and the creaking of the masts and rigging and trying to keep from bumping into one another when the ship tipped sidewise.
ozma_of_oz_01_f000037|Dorothy had almost fallen asleep when she was aroused with a start to find that Uncle Henry was missing. She couldn't imagine where he had gone,|Dorothy had almost fallen asleep when she was aroused with a start to find that Uncle Henry was missing. She couldn't imagine where he had gone,
ozma_of_oz_01_f000038|and as he was not very strong she began to worry about him, and to fear he might have been careless enough to go on deck.|and as he was not very strong she began to worry about him, and to fear he might have been careless enough to go on deck.
ozma_of_oz_01_f000039|In that case he would be in great danger unless he instantly came down again.|In that case he would be in great danger unless he instantly came down again.
ozma_of_oz_01_f000040|The fact was that Uncle Henry had gone to lie down in his little sleeping-berth, but Dorothy did not know that. She only remembered that Aunt Em had cautioned her to take good care of her uncle,|The fact was that Uncle Henry had gone to lie down in his little sleeping-berth, but Dorothy did not know that. She only remembered that Aunt Em had cautioned her to take good care of her uncle,
ozma_of_oz_01_f000041|so at once she decided to go on deck and find him, in spite of the fact that the tempest was now worse than ever, and the ship was plunging in a really dreadful manner.|so at once she decided to go on deck and find him, in spite of the fact that the tempest was now worse than ever, and the ship was plunging in a really dreadful manner.
ozma_of_oz_01_f000042|Indeed, the little girl found it was as much as she could do to mount the stairs to the deck, and as soon as she got there the wind struck her so fiercely that it almost tore away the skirts of her dress.|Indeed, the little girl found it was as much as she could do to mount the stairs to the deck, and as soon as she got there the wind struck her so fiercely that it almost tore away the skirts of her dress.
ozma_of_oz_01_f000043|Yet Dorothy felt a sort of joyous excitement in defying the storm, and while she held fast to the railing she peered around through the gloom and thought she saw the dim form of a man clinging to a mast not far away from her.|Yet Dorothy felt a sort of joyous excitement in defying the storm, and while she held fast to the railing she peered around through the gloom and thought she saw the dim form of a man clinging to a mast not far away from her.
ozma_of_oz_01_f000044|This might be her uncle, so she called as loudly as she could: Uncle Henry! Uncle Henry!|This might be her uncle, so she called as loudly as she could: Uncle Henry! Uncle Henry!
ozma_of_oz_01_f000045|But the wind screeched and howled so madly that she scarce heard her own voice, and the man certainly failed to hear her, for he did not move.|But the wind screeched and howled so madly that she scarce heard her own voice, and the man certainly failed to hear her, for he did not move.
ozma_of_oz_01_f000046|Dorothy decided she must go to him; so she made a dash forward, during a lull in the storm, to where a big square chicken-coop had been lashed to the deck with ropes.|Dorothy decided she must go to him; so she made a dash forward, during a lull in the storm, to where a big square chicken-coop had been lashed to the deck with ropes.
ozma_of_oz_01_f000047|She reached this place in safety, but no sooner had she seized fast hold of the slats of the big box in which the chickens were kept than the wind,|She reached this place in safety, but no sooner had she seized fast hold of the slats of the big box in which the chickens were kept than the wind,
ozma_of_oz_01_f000048|as if enraged because the little girl dared to resist its power, suddenly redoubled its fury.|as if enraged because the little girl dared to resist its power, suddenly redoubled its fury.
ozma_of_oz_01_f000049|With a scream like that of an angry giant it tore away the ropes that held the coop and lifted it high into the air, with Dorothy still clinging to the slats.|With a scream like that of an angry giant it tore away the ropes that held the coop and lifted it high into the air, with Dorothy still clinging to the slats.
ozma_of_oz_01_f000050|Around and over it whirled, this way and that, and a few moments later the chicken-coop dropped far away into the sea, where the big waves caught it and slid it up-hill to a foaming crest and then down-hill into a deep valley,|Around and over it whirled, this way and that, and a few moments later the chicken-coop dropped far away into the sea, where the big waves caught it and slid it up-hill to a foaming crest and then down-hill into a deep valley,
ozma_of_oz_01_f000051|as if it were nothing more than a plaything to keep them amused.|as if it were nothing more than a plaything to keep them amused.
ozma_of_oz_01_f000052|Dorothy had a good ducking, you may be sure, but she didn't lose her presence of mind even for a second.|Dorothy had a good ducking, you may be sure, but she didn't lose her presence of mind even for a second.
ozma_of_oz_01_f000053|She kept tight hold of the stout slats and as soon as she could get the water out of her eyes she saw that the wind had ripped the cover from the coop,|She kept tight hold of the stout slats and as soon as she could get the water out of her eyes she saw that the wind had ripped the cover from the coop,
ozma_of_oz_01_f000054|and the poor chickens were fluttering away in every direction, being blown by the wind until they looked like feather dusters without handles.|and the poor chickens were fluttering away in every direction, being blown by the wind until they looked like feather dusters without handles.
ozma_of_oz_01_f000055|The bottom of the coop was made of thick boards, so Dorothy found she was clinging to a sort of raft, with sides of slats, which readily bore up her weight.|The bottom of the coop was made of thick boards, so Dorothy found she was clinging to a sort of raft, with sides of slats, which readily bore up her weight.
ozma_of_oz_01_f000056|After coughing the water out of her throat and getting her breath again, she managed to climb over the slats and stand upon the firm wooden bottom of the coop,|After coughing the water out of her throat and getting her breath again, she managed to climb over the slats and stand upon the firm wooden bottom of the coop,
ozma_of_oz_01_f000057|which supported her easily enough.|which supported her easily enough.
ozma_of_oz_01_f000058|Why, I've got a ship of my own! she thought, more amused than frightened at her sudden change of condition; and then, as the coop climbed up to the top of a big wave,|Why, I've got a ship of my own! she thought, more amused than frightened at her sudden change of condition; and then, as the coop climbed up to the top of a big wave,
ozma_of_oz_01_f000059|she looked eagerly around for the ship from which she had been blown.|she looked eagerly around for the ship from which she had been blown.
ozma_of_oz_01_f000060|It was far, far away, by this time. Perhaps no one on board had yet missed her, or knew of her strange adventure. Down into a valley between the waves the coop swept her,|It was far, far away, by this time. Perhaps no one on board had yet missed her, or knew of her strange adventure. Down into a valley between the waves the coop swept her,
ozma_of_oz_01_f000061|and when she climbed another crest the ship looked like a toy boat, it was such a long way off.|and when she climbed another crest the ship looked like a toy boat, it was such a long way off.
ozma_of_oz_01_f000062|Soon it had entirely disappeared in the gloom, and then Dorothy gave a sigh of regret at parting with Uncle Henry and began to wonder what was going to happen to her next.|Soon it had entirely disappeared in the gloom, and then Dorothy gave a sigh of regret at parting with Uncle Henry and began to wonder what was going to happen to her next.
ozma_of_oz_01_f000063|Just now she was tossing on the bosom of a big ocean, with nothing to keep her afloat but a miserable wooden hen-coop that had a plank bottom and slatted sides,|Just now she was tossing on the bosom of a big ocean, with nothing to keep her afloat but a miserable wooden hen-coop that had a plank bottom and slatted sides,
ozma_of_oz_01_f000064|through which the water constantly splashed and wetted her through to the skin!|through which the water constantly splashed and wetted her through to the skin!
ozma_of_oz_01_f000065|And there was nothing to eat when she became hungry as she was sure to do before long and no fresh water to drink and no dry clothes to put on.|And there was nothing to eat when she became hungry as she was sure to do before long and no fresh water to drink and no dry clothes to put on.
ozma_of_oz_01_f000066|Well, I declare! she exclaimed, with a laugh. You're in a pretty fix, Dorothy Gale, I can tell you! and I haven't the least idea how you're going to get out of it!|Well, I declare! she exclaimed, with a laugh. You're in a pretty fix, Dorothy Gale, I can tell you! and I haven't the least idea how you're going to get out of it!
ozma_of_oz_01_f000067|As if to add to her troubles the night was now creeping on, and the gray clouds overhead changed to inky blackness. But the wind, as if satisfied at last with its mischievous pranks,|As if to add to her troubles the night was now creeping on, and the gray clouds overhead changed to inky blackness. But the wind, as if satisfied at last with its mischievous pranks,
ozma_of_oz_01_f000068|stopped blowing this ocean and hurried away to another part of the world to blow something else;|stopped blowing this ocean and hurried away to another part of the world to blow something else;
ozma_of_oz_01_f000069|so that the waves, not being joggled any more, began to quiet down and behave themselves.|so that the waves, not being joggled any more, began to quiet down and behave themselves.
ozma_of_oz_01_f000070|It was lucky for Dorothy, I think, that the storm subsided; otherwise, brave though she was, I fear she might have perished.|It was lucky for Dorothy, I think, that the storm subsided; otherwise, brave though she was, I fear she might have perished.
ozma_of_oz_01_f000071|Many children, in her place, would have wept and given way to despair; but because Dorothy had encountered so many adventures and come safely through them it did not occur to her at this time to be especially afraid.|Many children, in her place, would have wept and given way to despair; but because Dorothy had encountered so many adventures and come safely through them it did not occur to her at this time to be especially afraid.
ozma_of_oz_01_f000072|She was wet and uncomfortable, it is true; but, after sighing that one sigh I told you of, she managed to recall some of her customary cheerfulness and decided to patiently await whatever her fate might be.|She was wet and uncomfortable, it is true; but, after sighing that one sigh I told you of, she managed to recall some of her customary cheerfulness and decided to patiently await whatever her fate might be.
ozma_of_oz_01_f000073|By and by the black clouds rolled away and showed a blue sky overhead, with a silver moon shining sweetly in the middle of it and little stars winking merrily at Dorothy when she looked their way.|By and by the black clouds rolled away and showed a blue sky overhead, with a silver moon shining sweetly in the middle of it and little stars winking merrily at Dorothy when she looked their way.
ozma_of_oz_01_f000074|The coop did not toss around any more, but rode the waves more gently almost like a cradle rocking so that the floor upon which Dorothy stood was no longer swept by water coming through the slats.|The coop did not toss around any more, but rode the waves more gently almost like a cradle rocking so that the floor upon which Dorothy stood was no longer swept by water coming through the slats.
ozma_of_oz_01_f000075|Seeing this, and being quite exhausted by the excitement of the past few hours, the little girl decided that sleep would be the best thing to restore her strength and the easiest way in which she could pass the time.|Seeing this, and being quite exhausted by the excitement of the past few hours, the little girl decided that sleep would be the best thing to restore her strength and the easiest way in which she could pass the time.
ozma_of_oz_01_f000076|The floor was damp and she was herself wringing wet, but fortunately this was a warm climate and she did not feel at all cold.|The floor was damp and she was herself wringing wet, but fortunately this was a warm climate and she did not feel at all cold.
ozma_of_oz_01_f000077|So she sat down in a corner of the coop, leaned her back against the slats, nodded at the friendly stars before she closed her eyes, and was asleep in half a minute.|So she sat down in a corner of the coop, leaned her back against the slats, nodded at the friendly stars before she closed her eyes, and was asleep in half a minute.
ozma_of_oz_02_f000001|End of chapter 1. This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.|End of chapter one. This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.
ozma_of_oz_02_f000002|Ozma of Oz by L Frank Baum. Chapter 2. The Yellow Hen.|Ozma of Oz by L Frank Baum. Chapter two. The Yellow Hen.
ozma_of_oz_02_f000003|A strange noise awoke Dorothy, who opened her eyes to find that day had dawned and the sun was shining brightly in a clear sky.|A strange noise awoke Dorothy, who opened her eyes to find that day had dawned and the sun was shining brightly in a clear sky.
ozma_of_oz_02_f000004|She had been dreaming that she was back in Kansas again, and playing in the old barn-yard with the calves and pigs and chickens all around her;|She had been dreaming that she was back in Kansas again, and playing in the old barn-yard with the calves and pigs and chickens all around her;
ozma_of_oz_02_f000005|and at first, as she rubbed the sleep from her eyes, she really imagined she was there.|and at first, as she rubbed the sleep from her eyes, she really imagined she was there.
ozma_of_oz_02_f000006|Kut-kut-kut, ka-daw-kut! Kut-kut-kut, ka-daw-kut!|Kut-kut-kut, ka-daw-kut! Kut-kut-kut, ka-daw-kut!
ozma_of_oz_02_f000007|Ah; here again was the strange noise that had awakened her. Surely it was a hen cackling! But her wide-open eyes first saw, through the slats of the coop,|Ah; here again was the strange noise that had awakened her. Surely it was a hen cackling! But her wide-open eyes first saw, through the slats of the coop,
ozma_of_oz_02_f000008|the blue waves of the ocean, now calm and placid, and her thoughts flew back to the past night, so full of danger and discomfort.|the blue waves of the ocean, now calm and placid, and her thoughts flew back to the past night, so full of danger and discomfort.
ozma_of_oz_02_f000009|Also she began to remember that she was a waif of the storm, adrift upon a treacherous and unknown sea.|Also she began to remember that she was a waif of the storm, adrift upon a treacherous and unknown sea.
ozma_of_oz_02_f000010|Kut-kut-kut, ka-daw-w-w kut!|Kut-kut-kut, ka-daw-w-w kut!
ozma_of_oz_02_f000011|What's that? cried Dorothy, starting to her feet.|What's that? cried Dorothy, starting to her feet.
ozma_of_oz_02_f000012|Why, I've just laid an egg, that's all, replied a small, but sharp and distinct voice, and looking around her the little girl discovered a yellow hen squatting in the opposite corner of the coop.|Why, I've just laid an egg, that's all, replied a small, but sharp and distinct voice, and looking around her the little girl discovered a yellow hen squatting in the opposite corner of the coop.
ozma_of_oz_02_f000013|Dear me! she exclaimed, in surprise; have YOU been here all night, too?|Dear me! she exclaimed, in surprise; have YOU been here all night, too?
ozma_of_oz_02_f000014|Of course, answered the hen, fluttering her wings and yawning. When the coop blew away from the ship I clung fast to this corner, with claws and beak,|Of course, answered the hen, fluttering her wings and yawning. When the coop blew away from the ship I clung fast to this corner, with claws and beak,
ozma_of_oz_02_f000015|for I knew if I fell into the water I'd surely be drowned.|for I knew if I fell into the water I'd surely be drowned.
ozma_of_oz_02_f000016|Indeed, I nearly drowned, as it was, with all that water washing over me. I never was so wet before in my life!|Indeed, I nearly drowned, as it was, with all that water washing over me. I never was so wet before in my life!
ozma_of_oz_02_f000017|Yes, agreed Dorothy, it was pretty wet, for a time, I know. But do you feel comfor'ble now?|Yes, agreed Dorothy, it was pretty wet, for a time, I know. But do you feel comfor'ble now?
ozma_of_oz_02_f000018|Not very. The sun has helped to dry my feathers, as it has your dress, and I feel better since I laid my morning egg. But what's to become of us,|Not very. The sun has helped to dry my feathers, as it has your dress, and I feel better since I laid my morning egg. But what's to become of us,
ozma_of_oz_02_f000019|I should like to know, afloat on this big pond?|I should like to know, afloat on this big pond?
ozma_of_oz_02_f000020|I'd like to know that, too, said Dorothy. But, tell me; how does it happen that you are able to talk? I thought hens could only cluck and cackle.|I'd like to know that, too, said Dorothy. But, tell me; how does it happen that you are able to talk? I thought hens could only cluck and cackle.
ozma_of_oz_02_f000021|Why, as for that, answered the yellow hen thoughtfully, I've clucked and cackled all my life, and never spoken a word before this morning, that I can remember.|Why, as for that, answered the yellow hen thoughtfully, I've clucked and cackled all my life, and never spoken a word before this morning, that I can remember.
ozma_of_oz_02_f000022|But when you asked a question, a minute ago, it seemed the most natural thing in the world to answer you. So I spoke, and I seem to keep on speaking,|But when you asked a question, a minute ago, it seemed the most natural thing in the world to answer you. So I spoke, and I seem to keep on speaking,
ozma_of_oz_02_f000023|just as you and other human beings do.|just as you and other human beings do.
ozma_of_oz_02_f000024|Strange, isn't it?|Strange, isn't it?
ozma_of_oz_02_f000025|Very, replied Dorothy. If we were in the Land of Oz, I wouldn't think it so queer, because many of the animals can talk in that fairy country.|Very, replied Dorothy. If we were in the Land of Oz, I wouldn't think it so queer, because many of the animals can talk in that fairy country.
ozma_of_oz_02_f000026|But out here in the ocean must be a good long way from Oz.|But out here in the ocean must be a good long way from Oz.
ozma_of_oz_02_f000027|How is my grammar? asked the yellow hen, anxiously. Do I speak quite properly, in your judgment?|How is my grammar? asked the yellow hen, anxiously. Do I speak quite properly, in your judgment?
ozma_of_oz_02_f000028|Yes, said Dorothy, you do very well, for a beginner.|Yes, said Dorothy, you do very well, for a beginner.
ozma_of_oz_02_f000029|I'm glad to know that, continued the yellow hen, in a confidential tone; because, if one is going to talk, it's best to talk correctly.|I'm glad to know that, continued the yellow hen, in a confidential tone; because, if one is going to talk, it's best to talk correctly.
ozma_of_oz_02_f000030|The red rooster has often said that my cluck and my cackle were quite perfect; and now it's a comfort to know I am talking properly.|The red rooster has often said that my cluck and my cackle were quite perfect; and now it's a comfort to know I am talking properly.
ozma_of_oz_02_f000031|I'm beginning to get hungry, remarked Dorothy. It's breakfast time; but there's no breakfast.|I'm beginning to get hungry, remarked Dorothy. It's breakfast time; but there's no breakfast.
ozma_of_oz_02_f000032|You may have my egg, said the yellow hen. I don't care for it, you know.|You may have my egg, said the yellow hen. I don't care for it, you know.
ozma_of_oz_02_f000033|Don't you want to hatch it? asked the little girl, in surprise.|Don't you want to hatch it? asked the little girl, in surprise.
ozma_of_oz_02_f000034|No, indeed; I never care to hatch eggs unless I've a nice snug nest, in some quiet place, with a baker's dozen of eggs under me.|No, indeed; I never care to hatch eggs unless I've a nice snug nest, in some quiet place, with a baker's dozen of eggs under me.
ozma_of_oz_02_f000035|That's thirteen, you know, and it's a lucky number for hens. So you may as well eat this egg.|That's thirteen, you know, and it's a lucky number for hens. So you may as well eat this egg.
ozma_of_oz_02_f000036|Oh, I couldn't POSS'BLY eat it, unless it was cooked, exclaimed Dorothy. But I'm much obliged for your kindness, just the same.|Oh, I couldn't POSS'BLY eat it, unless it was cooked, exclaimed Dorothy. But I'm much obliged for your kindness, just the same.
ozma_of_oz_02_f000037|Don't mention it, my dear, answered the hen, calmly, and began preening her feathers.|Don't mention it, my dear, answered the hen, calmly, and began preening her feathers.
ozma_of_oz_02_f000038|For a moment Dorothy stood looking out over the wide sea. She was still thinking of the egg, though; so presently she asked: Why do you lay eggs,|For a moment Dorothy stood looking out over the wide sea. She was still thinking of the egg, though; so presently she asked: Why do you lay eggs,
ozma_of_oz_02_f000039|when you don't expect to hatch them?|when you don't expect to hatch them?
ozma_of_oz_02_f000040|It's a habit I have, replied the yellow hen. It has always been my pride to lay a fresh egg every morning, except when I'm moulting.|It's a habit I have, replied the yellow hen. It has always been my pride to lay a fresh egg every morning, except when I'm moulting.
ozma_of_oz_02_f000041|I never feel like having my morning cackle till the egg is properly laid, and without the chance to cackle I would not be happy.|I never feel like having my morning cackle till the egg is properly laid, and without the chance to cackle I would not be happy.
ozma_of_oz_02_f000042|It's strange, said the girl, reflectively; but as I'm not a hen I can't be 'spected to understand that.|It's strange, said the girl, reflectively; but as I'm not a hen I can't be 'spected to understand that.
ozma_of_oz_02_f000043|Certainly not, my dear.|Certainly not, my dear.
ozma_of_oz_02_f000044|Then Dorothy fell silent again. The yellow hen was some company, and a bit of comfort, too; but it was dreadfully lonely out on the big ocean, nevertheless.|Then Dorothy fell silent again. The yellow hen was some company, and a bit of comfort, too; but it was dreadfully lonely out on the big ocean, nevertheless.
ozma_of_oz_02_f000045|After a time the hen flew up and perched upon the topmost slat of the coop, which was a little above Dorothy's head when she was sitting upon the bottom,|After a time the hen flew up and perched upon the topmost slat of the coop, which was a little above Dorothy's head when she was sitting upon the bottom,
ozma_of_oz_02_f000046|as she had been doing for some moments past.|as she had been doing for some moments past.
ozma_of_oz_02_f000047|Why, we are not far from land! exclaimed the hen.|Why, we are not far from land! exclaimed the hen.
ozma_of_oz_02_f000048|Where? Where is it? cried Dorothy, jumping up in great excitement.|Where? Where is it? cried Dorothy, jumping up in great excitement.
ozma_of_oz_02_f000049|Over there a little way, answered the hen, nodding her head in a certain direction. We seem to be drifting toward it, so that before noon we ought to find ourselves upon dry land again.|Over there a little way, answered the hen, nodding her head in a certain direction. We seem to be drifting toward it, so that before noon we ought to find ourselves upon dry land again.
ozma_of_oz_02_f000050|I shall like that! said Dorothy, with a little sigh, for her feet and legs were still wetted now and then by the sea-water that came through the open slats.|I shall like that! said Dorothy, with a little sigh, for her feet and legs were still wetted now and then by the sea-water that came through the open slats.
ozma_of_oz_02_f000051|So shall I, answered her companion. There is nothing in the world so miserable as a wet hen.|So shall I, answered her companion. There is nothing in the world so miserable as a wet hen.
ozma_of_oz_02_f000052|The land, which they seemed to be rapidly approaching, since it grew more distinct every minute, was quite beautiful as viewed by the little girl in the floating hen-coop.|The land, which they seemed to be rapidly approaching, since it grew more distinct every minute, was quite beautiful as viewed by the little girl in the floating hen-coop.
ozma_of_oz_02_f000053|Next to the water was a broad beach of white sand and gravel, and farther back were several rocky hills, while beyond these appeared a strip of green trees that marked the edge of a forest.|Next to the water was a broad beach of white sand and gravel, and farther back were several rocky hills, while beyond these appeared a strip of green trees that marked the edge of a forest.
ozma_of_oz_02_f000054|But there were no houses to be seen, nor any sign of people who might inhabit this unknown land.|But there were no houses to be seen, nor any sign of people who might inhabit this unknown land.
ozma_of_oz_02_f000055|I hope we shall find something to eat, said Dorothy, looking eagerly at the pretty beach toward which they drifted. It's long past breakfast time, now.|I hope we shall find something to eat, said Dorothy, looking eagerly at the pretty beach toward which they drifted. It's long past breakfast time, now.
ozma_of_oz_02_f000056|I'm a trifle hungry, myself, declared the yellow hen.|I'm a trifle hungry, myself, declared the yellow hen.
ozma_of_oz_02_f000057|Why don't you eat the egg? asked the child. You don't need to have your food cooked, as I do.|Why don't you eat the egg? asked the child. You don't need to have your food cooked, as I do.
ozma_of_oz_02_f000058|Do you take me for a cannibal? cried the hen, indignantly. I do not know what I have said or done that leads you to insult me!|Do you take me for a cannibal? cried the hen, indignantly. I do not know what I have said or done that leads you to insult me!
ozma_of_oz_02_f000059|I beg your pardon, I'm sure Mrs. Mrs. by the way, may I inquire your name, ma'am? asked the little girl.|I beg your pardon, I'm sure Mrs. Mrs. by the way, may I inquire your name, ma'am? asked the little girl.
ozma_of_oz_02_f000060|My name is Bill, said the yellow hen, somewhat gruffly.|My name is Bill, said the yellow hen, somewhat gruffly.
ozma_of_oz_02_f000061|Bill! Why, that's a boy's name.|Bill! Why, that's a boy's name.
ozma_of_oz_02_f000062|What difference does that make?|What difference does that make?
ozma_of_oz_02_f000063|You're a lady hen, aren't you?|You're a lady hen, aren't you?
ozma_of_oz_02_f000064|Of course. But when I was first hatched out no one could tell whether I was going to be a hen or a rooster; so the little boy at the farm where I was born called me Bill,|Of course. But when I was first hatched out no one could tell whether I was going to be a hen or a rooster; so the little boy at the farm where I was born called me Bill,
